customerID,transaction_amount,customer_tenure_months,payment_method,retry_count,failure_reason,gateway_response_time_ms,customer_segment,payment_recovered
1403-LKLIK,20.1,33,Mailed check,0,network_error,2747,occasional,Yes
2636-ALXXZ,69.6,1,Electronic check,3,bank_decline,315,new_customer,Yes
7774-OJSXI,103.45,31,Electronic check,1,insufficient_funds,271,high_value_repeat,No
7786-WBJYI,77.95,4,Bank transfer (automatic),0,card_expired,322,occasional,No
0136-IFMYD,109.95,69,Electronic check,0,bank_decline,333,high_value_repeat,No
5144-TVGLP,94.75,38,Electronic check,0,card_expired,273,high_value_repeat,No
9643-AVVWI,80.0,3,Electronic check,0,card_expired,138,new_customer,No
0253-ZTEOB,79.65,48,Electronic check,0,card_expired,571,high_value_repeat,No
2706-QZIHY,25.2,15,Mailed check,0,network_error,3276,occasional,Yes
6061-PQHMK,19.9,25,Credit card (automatic),1,insufficient_funds,209,occasional,Yes
9885-CSMWE,78.45,1,Electronic check,1,bank_decline,420,new_customer,Yes
6137-MFAJN,44.8,48,Electronic check,1,card_expired,264,occasional,No
9122-UMROB,20.3,1,Mailed check,1,insufficient_funds,360,new_customer,No
4232-JGKIY,19.2,1,Electronic check,0,bank_decline,348,new_customer,No
2402-TAIRZ,80.05,37,Electronic check,0,insufficient_funds,335,high_value_repeat,Yes
9659-ZTWSM,107.35,66,Bank transfer (automatic),1,insufficient_funds,700,high_value_repeat,Yes
9139-TWBAS,47.85,26,Bank transfer (automatic),1,network_error,2147,occasional,Yes
6685-GBWJZ,70.8,63,Credit card (automatic),0,bank_decline,278,high_value_repeat,Yes
5016-ETTFF,29.5,10,Mailed check,2,bank_decline,285,occasional,No
3866-MDTUB,70.75,2,Electronic check,2,bank_decline,556,new_customer,No
2195-VVRJF,59.1,18,Credit card (automatic),1,bank_decline,152,occasional,No
3913-RDSJZ,25.55,64,Mailed check,0,insufficient_funds,285,occasional,No
8058-JMEQO,84.45,9,Electronic check,2,insufficient_funds,617,occasional,No
4203-QGNZA,20.25,28,Mailed check,1,bank_decline,436,occasional,No
5043-TRZWM,75.55,1,Electronic check,2,insufficient_funds,428,new_customer,No
0697-ZMSWS,85.65,4,Electronic check,2,card_expired,719,occasional,Yes
7657-DYEPJ,70.15,38,Credit card (automatic),2,card_expired,436,high_value_repeat,No
9494-BDNNC,95.3,66,Electronic check,1,insufficient_funds,293,high_value_repeat,Yes
1640-PLFMP,70.25,1,Electronic check,0,bank_decline,357,new_customer,Yes
5366-OBVMR,50.3,18,Mailed check,1,network_error,1591,occasional,Yes
8276-MQBYC,97.8,51,Electronic check,1,card_expired,588,high_value_repeat,Yes
7644-OMVMY,19.85,0,Mailed check,1,bank_decline,486,new_customer,No
7593-XFKDI,46.3,1,Mailed check,0,card_expired,568,new_customer,No
4573-JKNAE,19.35,12,Bank transfer (automatic),0,insufficient_funds,581,occasional,No
0337-CNPZE,106.3,41,Electronic check,2,card_expired,337,high_value_repeat,No
9817-APLHW,25.0,12,Electronic check,1,bank_decline,258,occasional,Yes
8380-MQINP,20.3,55,Mailed check,3,bank_decline,392,occasional,Yes
0840-DFEZH,75.35,7,Electronic check,2,network_error,1801,occasional,Yes
1513-XNPPH,89.4,12,Electronic check,1,network_error,2631,occasional,No
8690-ZVLCL,88.0,68,Credit card (automatic),1,insufficient_funds,569,high_value_repeat,Yes
6015-VVHHE,83.15,5,Credit card (automatic),2,bank_decline,374,occasional,Yes
1125-SNVCK,43.8,49,Mailed check,1,bank_decline,422,occasional,No
0384-LPITE,62.05,40,Credit card (automatic),1,insufficient_funds,385,high_value_repeat,Yes
4616-EWBNJ,20.1,16,Bank transfer (automatic),0,insufficient_funds,520,occasional,Yes
6347-DCUIK,74.15,10,Mailed check,1,bank_decline,299,occasional,Yes
1335-HQMKX,101.35,72,Electronic check,1,bank_decline,70,high_value_repeat,Yes
2545-EBUPK,84.05,2,Electronic check,0,bank_decline,470,new_customer,Yes
6923-AQONU,20.9,23,Mailed check,0,bank_decline,548,occasional,Yes
2172-EJXVF,105.9,71,Electronic check,0,card_expired,466,high_value_repeat,No
0897-FEGMU,99.5,11,Electronic check,0,card_expired,303,occasional,No
7663-RGWBC,44.15,1,Mailed check,0,network_error,1591,new_customer,No
1120-BMWUB,53.9,16,Mailed check,0,insufficient_funds,474,occasional,Yes
9124-LHCJQ,85.45,1,Mailed check,3,network_error,2613,new_customer,Yes
4536-PLEQY,85.05,12,Credit card (automatic),1,card_expired,381,occasional,No
7029-IJEJK,44.1,54,Bank transfer (automatic),0,network_error,3957,occasional,No
8871-JLMHM,90.2,68,Credit card (automatic),0,card_expired,257,high_value_repeat,Yes
2235-ZGKPT,50.85,4,Mailed check,1,card_expired,666,occasional,No
3891-PUQOD,59.2,1,Electronic check,0,insufficient_funds,404,new_customer,No
5447-VYTKW,53.45,27,Mailed check,2,card_expired,124,occasional,No
3623-FQBOX,19.95,21,Mailed check,1,insufficient_funds,373,occasional,No
0689-NKYLF,83.2,13,Electronic check,2,insufficient_funds,543,occasional,No
8659-HDIYE,74.65,64,Credit card (automatic),0,bank_decline,345,high_value_repeat,Yes
3658-KIBGF,54.9,1,Electronic check,1,insufficient_funds,178,new_customer,Yes
3474-BAFSJ,57.5,57,Bank transfer (automatic),0,card_expired,375,occasional,No
5519-YLDGW,103.9,21,Electronic check,3,card_expired,271,occasional,No
3865-ZFZIB,19.65,19,Mailed check,1,network_error,2893,occasional,Yes
1855-AGAWH,93.8,31,Electronic check,0,insufficient_funds,516,high_value_repeat,No
7109-CQYUZ,89.25,52,Mailed check,0,network_error,1654,high_value_repeat,Yes
1370-GGAWX,94.15,46,Electronic check,0,network_error,1935,high_value_repeat,Yes
4680-KUTAJ,55.6,11,Electronic check,1,insufficient_funds,513,occasional,No
5307-UVGNB,48.7,53,Bank transfer (automatic),0,card_expired,271,occasional,No
4946-EDSEW,19.25,11,Mailed check,1,bank_decline,237,occasional,Yes
2883-ILGWO,104.9,57,Bank transfer (automatic),0,bank_decline,223,high_value_repeat,Yes
2516-VQRRV,75.45,2,Mailed check,1,network_error,2781,new_customer,Yes
7580-UGXNC,54.85,2,Mailed check,2,insufficient_funds,446,new_customer,No
3642-BYHDO,19.9,71,Bank transfer (automatic),2,card_expired,297,occasional,Yes
9629-NHXFW,19.4,1,Mailed check,2,network_error,2504,new_customer,No
2696-RZVZW,25.05,68,Credit card (automatic),0,insufficient_funds,629,occasional,Yes
5766-FTRTS,84.45,72,Mailed check,0,insufficient_funds,253,high_value_repeat,Yes
0396-HUJBP,19.3,2,Mailed check,1,network_error,938,new_customer,Yes
5178-LMXOP,95.1,1,Electronic check,0,insufficient_funds,468,new_customer,Yes
8879-ZKJOF,79.85,41,Bank transfer (automatic),0,network_error,2411,high_value_repeat,No
6285-FTQBF,25.55,72,Credit card (automatic),0,bank_decline,293,occasional,Yes
8185-UPYBR,75.5,6,Electronic check,0,insufficient_funds,497,occasional,Yes
4585-HETAI,73.75,4,Electronic check,0,bank_decline,525,occasional,No
7526-BEZQB,96.05,12,Electronic check,2,insufficient_funds,68,occasional,No
1474-JUWSM,68.4,58,Electronic check,0,bank_decline,302,high_value_repeat,Yes
3530-CRZSB,20.65,7,Mailed check,1,insufficient_funds,747,occasional,No
8498-XXGWA,55.15,65,Mailed check,0,insufficient_funds,487,occasional,No
9617-INGJY,70.6,1,Mailed check,1,card_expired,501,new_customer,No
0621-TSSMU,19.95,56,Credit card (automatic),0,card_expired,575,occasional,No
7234-KMNRQ,19.0,4,Mailed check,2,bank_decline,402,occasional,No
7636-PEPNS,44.1,58,Mailed check,2,card_expired,519,occasional,No
4683-WYDOU,107.6,62,Bank transfer (automatic),0,insufficient_funds,507,high_value_repeat,No
9052-DHNKM,61.55,26,Electronic check,3,network_error,2931,high_value_repeat,No
6794-HKIAJ,90.7,62,Bank transfer (automatic),3,card_expired,351,high_value_repeat,No
5578-NKCXI,99.25,58,Credit card (automatic),2,insufficient_funds,425,high_value_repeat,Yes
1642-HMARX,91.7,68,Electronic check,2,network_error,2029,high_value_repeat,Yes
3096-WPXBT,100.7,61,Credit card (automatic),0,network_error,2510,high_value_repeat,Yes
8434-PNQZX,78.45,42,Credit card (automatic),1,bank_decline,224,high_value_repeat,Yes
5950-AAAGJ,84.3,18,Bank transfer (automatic),0,bank_decline,281,occasional,No
4299-OPXEJ,19.55,56,Bank transfer (automatic),0,card_expired,357,occasional,No
4951-UKAAQ,88.95,4,Electronic check,3,network_error,1745,occasional,Yes
9618-LFJRU,20.45,4,Credit card (automatic),0,card_expired,324,occasional,No
6693-DJWTY,55.6,35,Credit card (automatic),1,network_error,2368,occasional,Yes
0744-GKNGE,86.8,64,Bank transfer (automatic),2,card_expired,460,high_value_repeat,No
6447-EGDIV,20.95,31,Mailed check,2,bank_decline,542,occasional,Yes
1167-OYZJF,20.05,67,Bank transfer (automatic),3,network_error,2128,occasional,Yes
2108-YKQTY,50.7,4,Credit card (automatic),0,bank_decline,600,occasional,No
4806-DXQCE,113.65,70,Electronic check,0,bank_decline,540,high_value_repeat,No
4918-QLLIW,53.4,3,Credit card (automatic),0,bank_decline,475,new_customer,Yes
7056-IMHCC,101.9,53,Electronic check,0,bank_decline,423,high_value_repeat,Yes
4854-SSLTN,59.5,2,Mailed check,0,card_expired,447,new_customer,No
5294-DMSFH,87.8,29,Credit card (automatic),0,insufficient_funds,578,high_value_repeat,No
4837-PZTIC,41.9,47,Mailed check,2,card_expired,583,occasional,No
1625-JAIIY,83.0,68,Electronic check,1,insufficient_funds,600,high_value_repeat,No
0603-OLQDC,69.85,12,Mailed check,0,network_error,2533,occasional,Yes
3272-VUHPV,56.3,8,Bank transfer (automatic),1,network_error,2943,occasional,Yes
4176-FXYBO,109.55,54,Electronic check,0,card_expired,601,high_value_repeat,No
1063-DHQJF,92.15,69,Mailed check,0,bank_decline,306,high_value_repeat,Yes
8663-UPDGF,69.5,26,Bank transfer (automatic),2,bank_decline,352,high_value_repeat,Yes
6719-FGEDO,97.0,72,Bank transfer (automatic),1,insufficient_funds,402,high_value_repeat,Yes
1837-YQUCE,58.35,70,Bank transfer (automatic),2,card_expired,534,occasional,No
2947-DOMLJ,50.6,1,Mailed check,0,card_expired,537,new_customer,No
4112-LUEIZ,89.5,10,Electronic check,2,insufficient_funds,365,occasional,Yes
0369-ZGOVK,70.4,28,Bank transfer (automatic),1,network_error,1293,high_value_repeat,Yes
4510-HIMLV,69.8,1,Electronic check,1,network_error,2696,new_customer,Yes
9919-KNPOO,94.3,21,Electronic check,1,card_expired,262,occasional,No
8749-JMNKX,93.8,51,Bank transfer (automatic),2,bank_decline,176,high_value_repeat,Yes
7872-BAAZR,19.55,53,Bank transfer (automatic),1,bank_decline,210,occasional,No
9391-LMANN,95.95,53,Electronic check,1,insufficient_funds,448,high_value_repeat,No
2430-USGXP,101.05,24,Electronic check,3,network_error,3588,occasional,No
8174-TBVCF,94.8,70,Credit card (automatic),2,insufficient_funds,405,high_value_repeat,No
1698-XFZCI,107.75,61,Electronic check,0,insufficient_funds,431,high_value_repeat,Yes
1877-HKBQX,54.6,11,Mailed check,1,insufficient_funds,577,occasional,Yes
4450-DLLMH,71.3,2,Credit card (automatic),0,card_expired,168,new_customer,No
0428-AXXLJ,19.5,25,Bank transfer (automatic),0,card_expired,478,occasional,No
2746-DIJLO,56.3,41,Credit card (automatic),1,card_expired,398,occasional,Yes
5955-ERIHD,94.7,18,Electronic check,3,network_error,2952,occasional,Yes
0917-EZOLA,104.15,72,Bank transfer (automatic),3,network_error,2113,high_value_repeat,Yes
3508-VLHCZ,90.55,71,Credit card (automatic),0,insufficient_funds,277,high_value_repeat,No
4086-ATNFV,60.8,34,Mailed check,1,insufficient_funds,421,high_value_repeat,No
0468-YRPXN,98.8,29,Credit card (automatic),0,bank_decline,647,high_value_repeat,Yes
5996-NRVXR,98.15,40,Credit card (automatic),3,insufficient_funds,529,high_value_repeat,No
3739-YBWAB,35.35,36,Mailed check,3,bank_decline,323,occasional,Yes
7047-FWEYA,103.15,46,Electronic check,1,card_expired,198,high_value_repeat,No
2000-MPKCA,107.75,58,Electronic check,2,insufficient_funds,147,high_value_repeat,No
9762-YAQAA,81.4,39,Credit card (automatic),1,insufficient_funds,597,high_value_repeat,No
5949-EBSQK,61.45,4,Credit card (automatic),1,insufficient_funds,256,occasional,Yes
5473-KHBPS,95.7,52,Credit card (automatic),0,insufficient_funds,351,high_value_repeat,Yes
0100-DUVFC,104.8,70,Electronic check,1,insufficient_funds,598,high_value_repeat,Yes
5397-TUPSH,70.95,65,Bank transfer (automatic),1,card_expired,157,high_value_repeat,No
8950-MTZNV,44.95,1,Mailed check,1,insufficient_funds,623,new_customer,Yes
0326-VDYXE,97.65,70,Electronic check,0,card_expired,361,high_value_repeat,No
6773-LQTVT,35.65,29,Mailed check,3,network_error,1581,occasional,Yes
7274-RTAPZ,90.55,1,Electronic check,0,insufficient_funds,362,new_customer,No
0436-TWFFZ,85.25,67,Mailed check,1,insufficient_funds,291,high_value_repeat,No
8566-YPRGL,19.5,1,Mailed check,1,insufficient_funds,466,new_customer,Yes
0311-UNPFF,88.8,26,Bank transfer (automatic),1,insufficient_funds,302,high_value_repeat,Yes
6609-MXJHJ,25.1,30,Mailed check,1,network_error,970,occasional,Yes
2669-OIDSD,100.05,48,Credit card (automatic),0,insufficient_funds,366,high_value_repeat,No
8400-WZICQ,55.7,55,Electronic check,0,bank_decline,196,occasional,No
3834-XUIFC,85.2,7,Mailed check,1,insufficient_funds,430,occasional,No
9576-SYUHJ,91.15,37,Electronic check,1,card_expired,221,high_value_repeat,No
0410-IPFTY,83.85,31,Bank transfer (automatic),0,card_expired,326,high_value_repeat,No
2831-EBWRN,45.9,4,Electronic check,1,network_error,2646,occasional,Yes
9430-NKQLY,25.1,72,Credit card (automatic),1,card_expired,368,occasional,Yes
8414-MYSHR,91.4,5,Electronic check,1,insufficient_funds,437,occasional,Yes
0247-SLUJI,19.7,1,Mailed check,2,network_error,3044,new_customer,Yes
9402-ORRAH,91.5,15,Electronic check,0,insufficient_funds,226,occasional,Yes
6483-OATDN,51.3,8,Credit card (automatic),0,card_expired,390,occasional,No
1293-HHSHJ,21.1,35,Mailed check,2,network_error,50,occasional,Yes
4840-ORQXB,104.75,56,Electronic check,1,card_expired,437,high_value_repeat,Yes
7599-FKVXZ,106.15,42,Bank transfer (automatic),1,card_expired,354,high_value_repeat,No
3982-DQLUS,85.75,65,Electronic check,2,card_expired,252,high_value_repeat,No
8610-ZIKJJ,20.3,2,Mailed check,2,network_error,2752,new_customer,Yes
3756-VNWDH,100.75,65,Electronic check,3,network_error,3438,high_value_repeat,Yes
7801-KICAO,74.15,18,Electronic check,1,card_expired,328,occasional,No
7673-LPRNY,78.55,23,Electronic check,1,network_error,1744,occasional,Yes
8229-TNIQA,45.3,4,Mailed check,0,bank_decline,424,occasional,No
6060-QBMGV,19.85,70,Credit card (automatic),0,card_expired,199,occasional,No
7339-POGZN,50.7,4,Electronic check,1,card_expired,300,occasional,No
2828-SLQPF,45.0,19,Bank transfer (automatic),0,bank_decline,583,occasional,No
4465-VDKIQ,77.8,18,Electronic check,3,card_expired,409,occasional,No
2921-XWDJH,83.45,38,Electronic check,1,insufficient_funds,118,high_value_repeat,Yes
6221-AVQYL,73.25,2,Credit card (automatic),1,bank_decline,130,new_customer,No
2558-BUOZZ,94.8,47,Bank transfer (automatic),0,insufficient_funds,424,high_value_repeat,No
9257-AZMTZ,20.1,52,Bank transfer (automatic),0,network_error,3189,occasional,Yes
0003-MKNFE,59.9,9,Mailed check,0,bank_decline,157,occasional,No
0975-UYDTX,90.1,26,Credit card (automatic),0,bank_decline,467,high_value_repeat,Yes
7743-EXURX,51.05,8,Electronic check,0,insufficient_funds,599,occasional,No
4682-BLBUC,70.95,44,Electronic check,1,card_expired,683,high_value_repeat,No
0975-VOOVL,29.2,3,Mailed check,2,card_expired,449,new_customer,No
5968-VXZLG,46.6,2,Bank transfer (automatic),2,card_expired,476,new_customer,No
5569-KGJHX,85.35,9,Bank transfer (automatic),1,insufficient_funds,80,occasional,No
4988-IQIGL,75.35,1,Electronic check,0,card_expired,714,new_customer,No
5201-FRKKS,74.3,25,Bank transfer (automatic),2,card_expired,313,high_value_repeat,No
9799-CAYJJ,69.3,2,Electronic check,2,insufficient_funds,259,new_customer,Yes
7730-IUTDZ,75.2,43,Electronic check,0,card_expired,361,high_value_repeat,No
0426-TIRNE,20.9,1,Mailed check,1,network_error,3709,new_customer,Yes
5443-SCMKX,94.3,58,Electronic check,0,network_error,4266,high_value_repeat,Yes
8295-KMENE,76.45,59,Mailed check,2,bank_decline,418,high_value_repeat,No
6738-ISCBM,54.0,44,Electronic check,3,card_expired,549,occasional,No
9821-BESNZ,104.25,66,Electronic check,0,bank_decline,406,high_value_repeat,Yes
3678-MNGZX,19.95,68,Bank transfer (automatic),2,bank_decline,244,occasional,No
1335-NTIUC,24.95,9,Electronic check,1,card_expired,621,occasional,No
2916-BQZLN,84.75,19,Electronic check,3,insufficient_funds,306,occasional,No
4558-CGYCZ,19.75,4,Mailed check,1,card_expired,630,occasional,No
2368-GAKKQ,113.65,70,Bank transfer (automatic),2,insufficient_funds,594,high_value_repeat,Yes
8710-YGLWG,44.9,1,Mailed check,0,network_error,2991,new_customer,Yes
3199-XGZCY,75.25,8,Electronic check,0,card_expired,674,occasional,No
3785-KTYSH,24.6,53,Mailed check,0,network_error,4285,occasional,Yes
6814-ZPWFQ,25.0,51,Bank transfer (automatic),3,network_error,2359,occasional,No
4063-EIKNQ,20.95,11,Bank transfer (automatic),2,insufficient_funds,278,occasional,No
6993-YCOBK,110.6,60,Electronic check,2,bank_decline,120,high_value_repeat,No
5206-HPJKM,55.5,17,Credit card (automatic),3,card_expired,736,occasional,No
7587-RZNME,43.3,3,Electronic check,0,bank_decline,334,new_customer,No
0748-RDGGM,109.5,70,Bank transfer (automatic),0,insufficient_funds,570,high_value_repeat,No
8393-JMVMB,19.45,1,Mailed check,0,bank_decline,288,new_customer,No
5019-GQVCR,84.85,43,Electronic check,0,insufficient_funds,630,high_value_repeat,Yes
6036-TTFYU,19.6,16,Mailed check,0,insufficient_funds,294,occasional,Yes
2550-AEVRU,53.45,57,Electronic check,1,insufficient_funds,221,occasional,Yes
0969-RGKCU,19.8,37,Credit card (automatic),0,network_error,2333,occasional,Yes
0378-CJKPV,112.1,72,Credit card (automatic),0,bank_decline,320,high_value_repeat,No
4706-AXVKM,84.8,11,Credit card (automatic),0,insufficient_funds,489,occasional,No
5889-JTMUL,95.05,50,Electronic check,0,bank_decline,392,high_value_repeat,Yes
9026-RNUJS,50.35,5,Electronic check,3,network_error,3002,occasional,Yes
3746-EUBYR,74.6,1,Bank transfer (automatic),2,card_expired,356,new_customer,No
2332-EFBJY,19.7,16,Mailed check,3,bank_decline,300,occasional,Yes
2880-FPNAE,74.2,2,Electronic check,0,insufficient_funds,312,new_customer,Yes
1703-MGIAB,69.0,17,Mailed check,0,card_expired,706,occasional,No
4311-QTTAI,19.35,16,Credit card (automatic),2,bank_decline,433,occasional,Yes
9474-PHLYD,59.45,15,Electronic check,0,bank_decline,102,occasional,No
4318-RAJVY,19.8,10,Mailed check,0,bank_decline,321,occasional,No
2165-VOEGB,105.2,46,Bank transfer (automatic),0,bank_decline,414,high_value_repeat,No
3612-YUNGG,109.2,64,Credit card (automatic),0,insufficient_funds,676,high_value_repeat,Yes
2254-DLXRI,79.15,1,Mailed check,0,bank_decline,554,new_customer,No
5062-CJJKH,53.65,25,Mailed check,0,card_expired,261,occasional,No
9028-LIHRP,100.2,71,Credit card (automatic),1,bank_decline,762,high_value_repeat,Yes
2219-MVUSO,45.15,8,Mailed check,0,card_expired,395,occasional,No
1053-MXTTK,108.65,72,Bank transfer (automatic),0,card_expired,586,high_value_repeat,No
1530-ZTDOZ,40.65,49,Bank transfer (automatic),2,network_error,1575,occasional,Yes
1301-LOPVR,55.35,29,Credit card (automatic),0,card_expired,50,occasional,Yes
0853-TWRVK,105.6,72,Bank transfer (automatic),0,insufficient_funds,188,high_value_repeat,Yes
8914-RBTSB,93.8,31,Electronic check,2,bank_decline,50,high_value_repeat,Yes
6212-ATMLK,95.7,50,Electronic check,0,bank_decline,716,high_value_repeat,Yes
8200-LGKSR,83.2,71,Electronic check,0,insufficient_funds,432,high_value_repeat,Yes
1568-BEKZM,90.05,70,Credit card (automatic),1,network_error,1760,high_value_repeat,Yes
0670-ANMUU,97.65,71,Credit card (automatic),0,card_expired,467,high_value_repeat,No
6897-RWMUB,68.05,61,Bank transfer (automatic),1,card_expired,428,high_value_repeat,No
0963-ZBDRN,96.2,32,Electronic check,2,insufficient_funds,493,high_value_repeat,No
7594-RQHXR,79.6,1,Electronic check,0,bank_decline,581,new_customer,Yes
6999-CHVCF,102.1,68,Bank transfer (automatic),1,network_error,2268,high_value_repeat,Yes
6134-KWTBV,23.4,62,Bank transfer (automatic),1,network_error,1796,occasional,Yes
1077-HUUJM,71.05,7,Electronic check,0,card_expired,524,occasional,No
6331-EWIEB,85.25,20,Electronic check,1,insufficient_funds,520,occasional,No
0895-LNKRC,19.45,6,Mailed check,0,card_expired,415,occasional,No
2045-BMBTJ,59.45,33,Bank transfer (automatic),1,insufficient_funds,726,occasional,No
8417-GSODA,92.2,28,Bank transfer (automatic),0,insufficient_funds,334,high_value_repeat,Yes
5171-EPLKN,19.85,27,Credit card (automatic),1,network_error,1780,occasional,Yes
4452-QIIEB,43.9,7,Mailed check,0,bank_decline,462,occasional,No
5998-VVEJY,80.5,26,Electronic check,2,insufficient_funds,298,high_value_repeat,No
1624-NALOJ,89.8,5,Electronic check,0,insufficient_funds,474,occasional,Yes
6741-EGCBI,90.5,30,Credit card (automatic),0,card_expired,275,high_value_repeat,No
7820-ZYGNY,90.45,63,Credit card (automatic),1,bank_decline,339,high_value_repeat,No
4317-VTEOA,50.75,1,Electronic check,1,network_error,4012,new_customer,Yes
9677-AVKED,84.6,53,Electronic check,1,bank_decline,339,high_value_repeat,Yes
1670-SVOWZ,89.65,14,Credit card (automatic),1,card_expired,280,occasional,No
2227-JRSJX,99.15,21,Bank transfer (automatic),2,network_error,3436,occasional,Yes
9847-HNVGP,19.95,17,Mailed check,2,insufficient_funds,242,occasional,Yes
6696-YDAYZ,20.5,16,Mailed check,0,card_expired,296,occasional,No
8980-WQFWL,62.1,35,Electronic check,1,card_expired,486,high_value_repeat,No
1730-ZMAME,79.5,32,Electronic check,2,card_expired,540,high_value_repeat,No
6506-EYCNH,19.55,28,Bank transfer (automatic),3,bank_decline,583,occasional,Yes
4634-JLRJT,20.35,1,Mailed check,2,bank_decline,287,new_customer,No
9501-UKKNL,51.7,59,Electronic check,0,insufficient_funds,489,occasional,Yes
2560-QTSBS,23.3,72,Bank transfer (automatic),0,insufficient_funds,330,occasional,Yes
7541-YLXCL,65.4,36,Mailed check,1,card_expired,309,high_value_repeat,No
4795-WRNVT,65.1,40,Mailed check,1,card_expired,580,high_value_repeat,No
6080-TCMYC,81.2,40,Electronic check,1,card_expired,317,high_value_repeat,No
0260-ZDLGK,72.9,9,Mailed check,1,bank_decline,441,occasional,No
7860-UXCRM,74.5,63,Credit card (automatic),2,bank_decline,423,high_value_repeat,No
6357-JJPQT,80.5,3,Electronic check,0,network_error,1643,new_customer,Yes
2292-XQWSV,60.3,40,Mailed check,2,bank_decline,544,high_value_repeat,Yes
9552-TGUZV,75.0,8,Mailed check,0,card_expired,484,occasional,Yes
5913-INRQV,90.15,34,Mailed check,0,insufficient_funds,102,high_value_repeat,Yes
8722-NGNBH,40.0,5,Mailed check,1,network_error,2721,occasional,No
6210-KBBPI,99.45,9,Credit card (automatic),2,card_expired,284,occasional,No
9643-YBLUR,69.05,9,Credit card (automatic),0,network_error,3377,occasional,No
8734-FNWVH,59.7,31,Bank transfer (automatic),0,insufficient_funds,183,occasional,Yes
9447-YPTBX,19.85,50,Bank transfer (automatic),3,card_expired,346,occasional,No
0133-BMFZO,86.25,2,Electronic check,0,insufficient_funds,454,new_customer,Yes
6128-CZOMY,45.65,1,Electronic check,1,bank_decline,408,new_customer,No
9540-JYROE,70.1,8,Mailed check,1,insufficient_funds,514,occasional,Yes
9026-LHEVG,40.75,9,Electronic check,1,bank_decline,172,occasional,Yes
2260-USTRB,70.2,2,Bank transfer (automatic),1,network_error,3821,new_customer,Yes
3656-TKRVZ,55.35,3,Electronic check,0,card_expired,478,new_customer,No
7011-CVEUC,95.7,25,Credit card (automatic),1,card_expired,603,high_value_repeat,No
6185-TASNN,46.3,1,Electronic check,0,bank_decline,531,new_customer,No
7925-PNRGI,81.3,45,Mailed check,1,card_expired,398,high_value_repeat,No
8623-TMRBY,84.2,51,Electronic check,0,bank_decline,207,high_value_repeat,No
1552-CZCLL,20.0,55,Credit card (automatic),1,insufficient_funds,315,occasional,Yes
3038-PQIUY,66.15,38,Bank transfer (automatic),0,insufficient_funds,638,high_value_repeat,Yes
1501-SGHBW,45.85,2,Mailed check,0,bank_decline,607,new_customer,No
9313-CDOGY,19.6,38,Electronic check,0,bank_decline,307,occasional,No
8148-BPLZQ,49.8,34,Electronic check,0,bank_decline,50,occasional,Yes
2623-DRYAM,101.75,70,Electronic check,2,network_error,2329,high_value_repeat,Yes
9987-LUTYD,55.15,13,Mailed check,0,bank_decline,356,occasional,Yes
3208-YPIOE,75.25,39,Electronic check,3,bank_decline,362,high_value_repeat,Yes
4488-KQFDT,103.95,61,Electronic check,3,bank_decline,479,high_value_repeat,Yes
2612-RANWT,100.15,12,Bank transfer (automatic),1,card_expired,531,occasional,No
5693-PIPCS,99.65,41,Credit card (automatic),0,insufficient_funds,548,high_value_repeat,Yes
0491-KAPQG,73.7,21,Electronic check,0,bank_decline,466,occasional,Yes
1925-LFCZZ,50.05,55,Bank transfer (automatic),2,card_expired,129,occasional,No
8039-EQPIM,60.25,69,Bank transfer (automatic),0,network_error,2227,high_value_repeat,Yes
6900-PXRMS,105.75,26,Electronic check,0,insufficient_funds,745,high_value_repeat,Yes
8707-RMEZH,87.3,69,Credit card (automatic),1,card_expired,456,high_value_repeat,No
3346-BRMIS,48.35,18,Electronic check,2,card_expired,455,occasional,No
3209-ZPKFI,54.25,47,Electronic check,2,insufficient_funds,453,occasional,Yes
6479-VDGRK,85.3,72,Bank transfer (automatic),0,bank_decline,462,high_value_repeat,Yes
9373-WSLOY,50.0,33,Electronic check,1,card_expired,50,occasional,No
2933-FILNV,24.4,2,Mailed check,0,network_error,2308,new_customer,Yes
3569-JFODW,90.95,72,Credit card (automatic),0,insufficient_funds,394,high_value_repeat,Yes
9819-FBNSV,72.25,37,Bank transfer (automatic),2,insufficient_funds,592,high_value_repeat,No
9544-PYPSJ,96.1,62,Credit card (automatic),0,insufficient_funds,407,high_value_repeat,Yes
1591-XWLGB,19.85,71,Credit card (automatic),0,network_error,1182,occasional,No
0396-UKGAI,55.3,23,Bank transfer (automatic),0,insufficient_funds,464,occasional,Yes
3243-ZHOHY,20.1,16,Mailed check,2,bank_decline,279,occasional,Yes
5186-EJEGL,69.5,9,Mailed check,2,insufficient_funds,217,occasional,Yes
7527-QNRUS,25.15,17,Mailed check,1,insufficient_funds,274,occasional,No
9986-BONCE,20.95,4,Bank transfer (automatic),2,insufficient_funds,481,occasional,Yes
2722-JMONI,49.55,1,Electronic check,0,insufficient_funds,588,new_customer,Yes
2203-GHNWN,79.65,24,Mailed check,1,network_error,2886,occasional,Yes
3878-AVSOQ,71.25,1,Electronic check,0,bank_decline,494,new_customer,No
3258-SYSWS,113.8,72,Bank transfer (automatic),0,card_expired,470,high_value_repeat,No
5296-PSYVW,24.55,72,Electronic check,1,insufficient_funds,415,occasional,No
6319-QSUSR,19.7,11,Credit card (automatic),3,card_expired,504,occasional,No
